sim,total,target,marker,other,marker_count,target_count,other_count,c_hat,cum_x_mean,cum_n_mean,cum_c_hat
369,1200,1000,200,0,10,51,0,1020,49.92140921,10.00542005,997.8873239
370,1200,1000,200,0,10,79,0,1580,50,10.00540541,999.4597515
371,1200,1000,200,0,10,53,0,1060,50.00808625,10.00539084,999.6228448
372,1200,1000,200,0,10,25,0,500,49.94086022,10.00537634,998.2804944
373,1200,1000,200,0,10,55,0,1100,49.95442359,10.00536193,998.5530547
374,1200,1000,200,0,10,46,0,920,49.94385027,10.00534759,998.343132
375,1200,1000,200,0,10,26,0,520,49.88,10.00533333,997.0682303
376,1200,1000,200,0,10,45,0,900,49.86702128,10.00531915,996.8102073
377,1200,1000,200,0,10,45,0,900,49.85411141,10.00530504,996.5535525
378,1200,1000,200,0,10,88,0,1760,49.95502646,10.00529101,998.572184
379,1200,1000,200,0,10,49,0,980,49.9525066,10.00527704,998.5232068
380,1200,1000,200,0,10,21,0,420,49.87631579,10.00526316,997.0015781
381,1200,1000,200,0,11,47,0,854.5454545,49.8687664,10.00787402,996.5906111
382,1200,1000,200,0,10,24,0,480,49.80104712,10.0078534,995.2393408
383,1200,1000,200,0,10,35,0,700,49.76240209,10.0078329,994.4690843
384,1200,1000,200,0,10,62,0,1240,49.79427083,10.0078125,995.1079886
385,1200,1000,200,0,10,30,0,600,49.74285714,10.00779221,994.0825331
386,1200,1000,200,0,10,31,0,620,49.69430052,10.00777202,993.11416
387,1200,1000,200,0,10,50,0,1000,49.69509044,10.00775194,993.1319391
388,1200,1000,200,0,10,43,0,860,49.67783505,10.00773196,992.7890806
389,1200,1000,200,0,10,36,0,720,49.64267352,10.00771208,992.0883637
390,1200,1000,200,0,10,56,0,1120,49.65897436,10.00769231,992.4160902
391,1200,1000,200,0,10,66,0,1320,49.70076726,10.00767263,993.2532584
392,1200,1000,200,0,10,52,0,1040,49.70663265,10.00765306,993.3724191
393,1200,1000,200,0,10,76,0,1520,49.7735369,10.00763359,994.7114162
394,1200,1000,200,0,10,56,0,1120,49.7893401,10.00761421,995.0291656
395,1200,1000,200,0,10,68,0,1360,49.83544304,10.00759494,995.9524412
396,1200,1000,200,0,10,62,0,1240,49.86616162,10.00757576,996.5682564
397,1200,1000,200,0,10,61,0,1220,49.89420655,10.00755668,997.1306318
398,1200,1000,200,0,10,67,0,1340,49.93718593,10.00753769,997.9914637
399,1200,1000,200,0,10,39,0,780,49.90977444,10.0075188,997.4455297
400,1200,1000,200,0,10,34,0,680,49.87,10.0075,996.6525106
401,1200,1000,200,0,10,25,0,500,49.80798005,10.0074813,995.4149016
402,1200,1000,200,0,10,55,0,1100,49.82089552,10.00746269,995.6748695
403,1200,1000,200,0,10,25,0,500,49.75930521,10.00744417,994.445822
404,1200,1000,200,0,10,54,0,1080,49.76980198,10.00742574,994.6574326
405,1200,1000,200,0,10,48,0,960,49.7654321,10.00740741,994.571922
406,1200,1000,200,0,10,46,0,920,49.75615764,10.00738916,994.388383
407,1200,1000,200,0,10,34,0,680,49.71744472,10.00737101,993.6164989
408,1200,1000,200,0,10,45,0,900,49.70588235,10.00735294,993.3872153
409,1200,1000,200,0,10,50,0,1000,49.70660147,10.00733496,993.4033716
410,1200,1000,200,0,10,34,0,680,49.66829268,10.00731707,992.639532
411,1200,1000,200,0,10,68,0,1360,49.71289538,10.00729927,993.5327012
412,1200,1000,200,0,10,45,0,900,49.70145631,10.00728155,993.3058453
413,1200,1000,200,0,10,53,0,1060,49.7094431,10.00726392,993.4672151
414,1200,1000,200,0,10,46,0,920,49.70048309,10.00724638,993.2898866
415,1200,1000,200,0,10,55,0,1100,49.71325301,10.00722892,993.5468336
416,1200,1000,200,0,10,45,0,900,49.70192308,10.00721154,993.3221235
417,1200,1000,200,0,10,41,0,820,49.68105516,10.00719424,992.9067817
418,1200,1000,200,0,10,61,0,1220,49.70813397,10.00717703,993.4496773
419,1200,1000,200,0,10,33,0,660,49.66825776,10.0071599,992.654424
420,1200,1000,200,0,10,52,0,1040,49.67380952,10.00714286,992.7670711
421,1200,1000,200,0,10,51,0,1020,49.67695962,10.00712589,992.8317114
422,1200,1000,200,0,10,67,0,1340,49.71800948,10.007109,993.6538006
423,1200,1000,200,0,10,79,0,1580,49.78723404,10.0070922,995.0389794
424,1200,1000,200,0,10,21,0,420,49.71933962,10.00707547,993.6837144
425,1200,1000,200,0,10,23,0,460,49.65647059,10.00705882,992.4288737
426,1200,1000,200,0,10,67,0,1340,49.6971831,10.00704225,993.2441942
427,1200,1000,200,0,10,98,0,1960,49.81030445,10.00702576,995.5066698
428,1200,1000,200,0,10,46,0,920,49.80140187,10.00700935,995.3303759
429,1200,1000,200,0,10,29,0,580,49.75291375,10.00699301,994.3629164
430,1200,1000,200,0,10,54,0,1080,49.7627907,10.00697674,994.5619335
431,1200,1000,200,0,10,31,0,620,49.71925754,10.00696056,993.6934848
432,1200,1000,200,0,10,96,0,1920,49.82638889,10.00694444,995.8362248
433,1200,1000,200,0,10,37,0,740,49.79676674,10.00692841,995.2457881
434,1200,1000,200,0,10,50,0,1000,49.79723502,10.00691244,995.256735
435,1200,1000,200,0,11,44,0,800,49.78390805,10.0091954,994.7634359
436,1200,1000,200,0,9,79,0,1755.555556,49.85091743,10.00688073,996.3327985
437,1200,1000,200,0,10,32,0,640,49.81006865,10.00686499,995.5179511
438,1200,1000,200,0,10,42,0,840,49.79223744,10.00684932,995.1631303
439,1200,1000,200,0,10,39,0,780,49.76765376,10.00683371,994.673344
440,1200,1000,200,0,10,42,0,840,49.75,10.00681818,994.3220531
441,1200,1000,200,0,10,91,0,1820,49.84353741,10.00680272,996.1930659
442,1200,1000,200,0,10,42,0,840,49.82579186,10.00678733,995.8399277
443,1200,1000,200,0,10,77,0,1540,49.88713318,10.00677201,997.0674487
444,1200,1000,200,0,10,44,0,880,49.87387387,10.00675676,996.8039613
445,1200,1000,200,0,10,33,0,660,49.83595506,10.00674157,996.0476084
446,1200,1000,200,0,10,52,0,1040,49.84080717,10.00672646,996.1460901
447,1200,1000,200,0,10,51,0,1020,49.84340045,10.00671141,996.1994187
448,1200,1000,200,0,10,48,0,960,49.83928571,10.00669643,996.1186705
449,1200,1000,200,0,10,36,0,720,49.80846325,10.00668151,995.5041175
450,1200,1000,200,0,10,24,0,480,49.75111111,10.00666667,994.359316
451,1200,1000,200,0,10,41,0,820,49.73170732,10.00665188,993.972967
452,1200,1000,200,0,10,64,0,1280,49.76327434,10.00663717,994.6053504
453,1200,1000,200,0,10,32,0,640,49.72406181,10.00662252,993.8230752
454,1200,1000,200,0,10,45,0,900,49.71365639,10.00660793,993.6165529
455,1200,1000,200,0,10,80,0,1600,49.78021978,10.00659341,994.9483857
456,1200,1000,200,0,10,60,0,1200,49.80263158,10.00657895,995.3977646
457,1200,1000,200,0,10,85,0,1700,49.87964989,10.00656455,996.9385524
458,1200,1000,200,0,10,41,0,820,49.86026201,10.00655022,996.5524765
459,1200,1000,200,0,10,62,0,1240,49.88671024,10.00653595,997.0825169
460,1200,1000,200,0,10,89,0,1780,49.97173913,10.00652174,998.7834021
461,1200,1000,200,0,10,54,0,1080,49.98047722,10.00650759,998.9594624
462,1200,1000,200,0,10,50,0,1000,49.98051948,10.00649351,998.9617132
463,1200,1000,200,0,10,86,0,1720,50.05831533,10.00647948,1000.518023
464,1200,1000,200,0,10,34,0,680,50.0237069,10.00646552,999.8276976
465,1200,1000,200,0,10,73,0,1460,50.07311828,10.00645161,1000.816677
466,1200,1000,200,0,10,44,0,880,50.06008584,10.00643777,1000.557581
467,1200,1000,200,0,10,47,0,940,50.05353319,10.00642398,1000.427991
468,1200,1000,200,0,10,43,0,860,50.03846154,10.00641026,1000.128123
469,1200,1000,200,0,10,78,0,1560,50.09808102,10.00639659,1001.321117
470,1200,1000,200,0,10,48,0,960,50.09361702,10.00638298,1001.233255
471,1200,1000,200,0,10,77,0,1540,50.1507431,10.00636943,1002.376406
472,1200,1000,200,0,10,44,0,880,50.13771186,10.00635593,1002.117298
473,1200,1000,200,0,10,90,0,1800,50.22198732,10.00634249,1003.803085
474,1200,1000,200,0,10,41,0,820,50.20253165,10.00632911,1003.41556
475,1200,1000,200,0,10,67,0,1340,50.23789474,10.00631579,1004.123711
476,1200,1000,200,0,10,30,0,600,50.19537815,10.00630252,1003.275247
477,1200,1000,200,0,10,48,0,960,50.19077568,10.00628931,1003.18458
478,1200,1000,200,0,10,28,0,560,50.14435146,10.00627615,1002.257997
479,1200,1000,200,0,10,43,0,860,50.12943633,10.00626305,1001.961193
480,1200,1000,200,0,10,34,0,680,50.09583333,10.00625,1001.29086
481,1200,1000,200,0,10,30,0,600,50.05405405,10.00623701,1000.457095
482,1200,1000,200,0,10,42,0,840,50.0373444,10.00622407,1000.124404
483,1200,1000,200,0,10,35,0,700,50.00621118,10.00621118,999.503414
484,1200,1000,200,0,10,75,0,1500,50.05785124,10.00619835,1000.536857
485,1200,1000,200,0,10,58,0,1160,50.0742268,10.00618557,1000.865444
486,1200,1000,200,0,10,43,0,860,50.05967078,10.00617284,1000.575776
487,1200,1000,200,0,10,68,0,1360,50.09650924,10.00616016,1001.313359
488,1200,1000,200,0,10,70,0,1400,50.13729508,10.00614754,1002.129838
489,1200,1000,200,0,10,39,0,780,50.11451943,10.00613497,1001.675863
490,1200,1000,200,0,10,37,0,740,50.0877551,10.00612245,1001.142158
491,1200,1000,200,0,11,61,0,1109.090909,50.10997963,10.00814664,1001.383801
492,1200,1000,200,0,10,46,0,920,50.10162602,10.00813008,1001.218522
493,1200,1000,200,0,10,44,0,880,50.08924949,10.00811359,1000.972842
494,1200,1000,200,0,10,41,0,820,50.0708502,10.00809717,1000.606796
495,1200,1000,200,0,10,32,0,640,50.03434343,10.00808081,999.8788857
496,1200,1000,200,0,10,42,0,840,50.01814516,10.00806452,999.556809
497,1200,1000,200,0,10,64,0,1280,50.04627767,10.00804829,1000.120627
498,1200,1000,200,0,10,36,0,720,50.01807229,10.00803213,999.5585875
499,1200,1000,200,0,10,20,0,400,49.95791583,10.00801603,998.3580296
500,1200,1000,200,0,10,35,0,700,49.928,10.008,997.7617906
501,1200,1000,200,0,10,59,0,1180,49.94610778,10.00798403,998.1252493
502,1200,1000,200,0,10,91,0,1820,50.02788845,10.00796813,999.7611465
503,1200,1000,200,0,10,41,0,820,50.00994036,10.00795229,999.4040524
504,1200,1000,200,0,10,32,0,640,49.97420635,10.00793651,998.6915147
505,1200,1000,200,0,10,73,0,1460,50.01980198,10.00792079,999.6042738
506,1200,1000,200,0,10,20,0,400,49.96047431,10.00790514,998.4202212
507,1200,1000,200,0,10,80,0,1600,50.01972387,10.00788955,999.6058337
508,1200,1000,200,0,10,78,0,1560,50.07480315,10.00787402,1000.708104
509,1200,1000,200,0,10,35,0,700,50.04518664,10.00785855,1000.117786
510,1200,1000,200,0,10,57,0,1140,50.05882353,10.00784314,1000.39185
511,1200,1000,200,0,10,44,0,880,50.04696673,10.00782779,1000.156433
512,1200,1000,200,0,10,40,0,800,50.02734375,10.0078125,999.765808
513,1200,1000,200,0,10,50,0,1000,50.02729045,10.00779727,999.7662641
514,1200,1000,200,0,10,43,0,860,50.01361868,10.0077821,999.4945568
515,1200,1000,200,0,10,49,0,980,50.01165049,10.00776699,999.4567326
516,1200,1000,200,0,10,33,0,660,49.97868217,10.00775194,998.7993803
517,1200,1000,200,0,10,53,0,1060,49.98452611,10.00773694,998.9176652
518,1200,1000,200,0,10,57,0,1140,49.9980695,10.00772201,999.1898148
519,1200,1000,200,0,10,45,0,900,49.98843931,10.00770713,998.9988448
520,1200,1000,200,0,10,33,0,660,49.95576923,10.00769231,998.3474251
521,1200,1000,200,0,10,29,0,580,49.91554702,10.00767754,997.545071
522,1200,1000,200,0,10,21,0,420,49.86015326,10.00766284,996.43951
523,1200,1000,200,0,10,61,0,1220,49.88145315,10.00764818,996.8666412
524,1200,1000,200,0,10,33,0,660,49.84923664,10.00763359,996.2242563
525,1200,1000,200,0,10,49,0,980,49.84761905,10.00761905,996.1933765
526,1200,1000,200,0,10,61,0,1220,49.86882129,10.00760456,996.618541
527,1200,1000,200,0,10,44,0,880,49.85768501,10.00759013,996.3974213
528,1200,1000,200,0,10,54,0,1080,49.8655303,10.00757576,996.5556397
529,1200,1000,200,0,10,59,0,1180,49.88279773,10.00756144,996.9021534
530,1200,1000,200,0,10,54,0,1080,49.89056604,10.00754717,997.0588235
531,1200,1000,200,0,10,38,0,760,49.86817326,10.00753296,996.6127211
532,1200,1000,200,0,10,39,0,780,49.84774436,10.0075188,996.2058603
533,1200,1000,200,0,10,81,0,1620,49.90619137,10.00750469,997.3753281
534,1200,1000,200,0,10,35,0,700,49.87827715,10.00749064,996.8188623
535,1200,1000,200,0,10,40,0,800,49.85981308,10.00747664,996.4512514
536,1200,1000,200,0,10,41,0,820,49.84328358,10.00746269,996.1222968
537,1200,1000,200,0,10,50,0,1000,49.84357542,10.00744879,996.1295125
538,1200,1000,200,0,10,46,0,920,49.83643123,10.00743494,995.9881129
539,1200,1000,200,0,10,63,0,1260,49.86085343,10.00742115,996.4775677
540,1200,1000,200,0,10,48,0,960,49.85740741,10.00740741,996.4100666
541,1200,1000,200,0,10,69,0,1380,49.89279113,10.00739372,997.1185815
542,1200,1000,200,0,10,40,0,800,49.87453875,10.00738007,996.7551622
543,1200,1000,200,0,10,35,0,700,49.84714549,10.00736648,996.2090541
544,1200,1000,200,0,10,47,0,940,49.84191176,10.00735294,996.1058046
545,1200,1000,200,0,10,43,0,860,49.8293578,10.00733945,995.8562523
546,1200,1000,200,0,10,38,0,760,49.80769231,10.00732601,995.4245974
547,1200,1000,200,0,10,38,0,760,49.78610603,10.00731261,994.9945195
548,1200,1000,200,0,10,32,0,640,49.75364964,10.00729927,994.3471918
549,1200,1000,200,0,10,40,0,800,49.73588342,10.00728597,993.9934474
550,1200,1000,200,0,10,60,0,1200,49.75454545,10.00727273,994.3677326
551,1200,1000,200,0,10,51,0,1020,49.75680581,10.00725953,994.4142184
552,1200,1000,200,0,10,39,0,780,49.73731884,10.00724638,994.0260681
553,1200,1000,200,0,10,27,0,540,49.69620253,10.00723327,993.2056379
554,1200,1000,200,0,10,70,0,1400,49.73285199,10.00722022,993.9393939
555,1200,1000,200,0,10,32,0,640,49.7009009,10.00720721,993.3021246
556,1200,1000,200,0,10,40,0,800,49.68345324,10.00719424,992.9547088
557,1200,1000,200,0,10,73,0,1460,49.72531418,10.00718133,993.7926085
558,1200,1000,200,0,10,60,0,1200,49.7437276,10.00716846,994.1618911
559,1200,1000,200,0,10,41,0,820,49.72808587,10.00715564,993.8505542
560,1200,1000,200,0,10,35,0,700,49.70178571,10.00714286,993.3261956
561,1200,1000,200,0,10,47,0,940,49.6969697,10.00713012,993.2312077
562,1200,1000,200,0,10,65,0,1300,49.72419929,10.00711744,993.7766714
563,1200,1000,200,0,10,19,0,380,49.669627,10.0071048,992.6872559
564,1200,1000,200,0,10,41,0,820,49.65425532,10.0070922,992.3812899
565,1200,1000,200,0,10,48,0,960,49.65132743,10.00707965,992.3240184
566,1200,1000,200,0,10,51,0,1020,49.65371025,10.00706714,992.3728814
567,1200,1000,200,0,10,60,0,1200,49.67195767,10.00705467,992.7388086
568,1200,1000,200,0,10,48,0,960,49.66901408,10.00704225,992.6812104
569,1200,1000,200,0,10,38,0,760,49.64850615,10.00702988,992.2725676
570,1200,1000,200,0,10,46,0,920,49.64210526,10.00701754,992.1458626
571,1200,1000,200,0,10,49,0,980,49.64098074,10.00700525,992.1246062
572,1200,1000,200,0,10,37,0,740,49.61888112,10.00699301,991.684137
573,1200,1000,200,0,10,39,0,780,49.60034904,10.0069808,991.3149634
574,1200,1000,200,0,10,43,0,860,49.58885017,10.00696864,991.086351
575,1200,1000,200,0,10,46,0,920,49.5826087,10.00695652,990.9628085
576,1200,1000,200,0,10,67,0,1340,49.61284722,10.00694444,991.5683553
577,1200,1000,200,0,10,34,0,680,49.58578856,10.00693241,991.0287496
578,1200,1000,200,0,10,65,0,1300,49.61245675,10.00692042,991.5629322
579,1200,1000,200,0,10,65,0,1300,49.63903282,10.00690846,992.095271
580,1200,1000,200,0,10,34,0,680,49.61206897,10.00689655,991.5575465
581,1200,1000,200,0,10,48,0,960,49.60929432,10.00688468,991.503268
582,1200,1000,200,0,10,52,0,1040,49.61340206,10.00687285,991.5865385
583,1200,1000,200,0,10,44,0,880,49.60377358,10.00686106,991.3952691
584,1200,1000,200,0,10,62,0,1240,49.625,10.00684932,991.8206708
585,1200,1000,200,0,10,41,0,820,49.61025641,10.00683761,991.5271609
586,1200,1000,200,0,10,24,0,480,49.5665529,10.00682594,990.6548431
587,1200,1000,200,0,10,48,0,960,49.56388416,10.00681431,990.6026558
588,1200,1000,200,0,10,32,0,640,49.53401361,10.00680272,990.0067981
589,1200,1000,200,0,10,36,0,720,49.51103565,10.00679117,989.5486936
590,1200,1000,200,0,9,95,0,2111.111111,49.58813559,10.00508475,991.258682
591,1200,1000,200,0,10,49,0,980,49.58714044,10.00507614,991.2396415
592,1200,1000,200,0,10,29,0,580,49.55236486,10.00506757,990.5453318
593,1200,1000,200,0,10,40,0,800,49.53625632,10.00505902,990.2241699
594,1200,1000,200,0,10,53,0,1060,49.54208754,10.00505051,990.3415783
595,1200,1000,200,0,10,27,0,540,49.50420168,10.00504202,989.5850832
596,1200,1000,200,0,10,33,0,660,49.47651007,10.00503356,989.0323663
597,1200,1000,200,0,10,84,0,1680,49.53433836,10.00502513,990.1891847
598,1200,1000,200,0,10,41,0,820,49.52006689,10.00501672,989.9047301
599,1200,1000,200,0,10,71,0,1420,49.55592654,10.00500835,990.6223928
600,1200,1000,200,0,10,55,0,1100,49.565,10.005,990.8045977
601,1200,1000,200,0,10,78,0,1560,49.61231281,10.00499168,991.7512057
602,1200,1000,200,0,11,54,0,981.8181818,49.61960133,10.00664452,991.7330677
603,1200,1000,200,0,10,29,0,580,49.5854063,10.0066335,991.0507126
604,1200,1000,200,0,10,34,0,680,49.55960265,10.00662252,990.5360688
605,1200,1000,200,0,10,30,0,600,49.52727273,10.00661157,989.8909812
606,1200,1000,200,0,10,52,0,1040,49.53135314,10.00660066,989.9736148
607,1200,1000,200,0,10,38,0,760,49.51235585,10.00658979,989.5949951
608,1200,1000,200,0,10,21,0,420,49.46546053,10.00657895,988.6587771
609,1200,1000,200,0,10,35,0,700,49.44170772,10.00656814,988.1851001
610,1200,1000,200,0,10,33,0,660,49.4147541,10.00655738,987.6474443
611,1200,1000,200,0,10,76,0,1520,49.45826514,10.00654664,988.5181551
612,1200,1000,200,0,10,35,0,700,49.43464052,10.00653595,988.0470281
613,1200,1000,200,0,10,35,0,700,49.41109299,10.00652529,987.5774372
614,1200,1000,200,0,10,65,0,1300,49.43648208,10.00651466,988.0859375
615,1200,1000,200,0,10,51,0,1020,49.43902439,10.00650407,988.1377966
616,1200,1000,200,0,9,99,0,2200,49.51948052,10.00487013,989.9075126
617,1200,1000,200,0,10,52,0,1040,49.52350081,10.00486224,989.9886603
618,1200,1000,200,0,10,55,0,1100,49.53236246,10.00485437,990.1665858
619,1200,1000,200,0,10,50,0,1000,49.53311793,10.00484653,990.1824641
620,1200,1000,200,0,9,93,0,2066.666667,49.60322581,10.00322581,991.7445985
621,1200,1000,200,0,10,48,0,960,49.60064412,10.00322061,991.6934965
622,1200,1000,200,0,10,37,0,740,49.58038585,10.00321543,991.2889746
623,1200,1000,200,0,10,61,0,1220,49.59871589,10.00321027,991.6559692
624,1200,1000,200,0,10,51,0,1020,49.60096154,10.00320513,991.7013778
625,1200,1000,200,0,10,47,0,940,49.5968,10.0032,991.618682
626,1200,1000,200,0,11,49,0,890.9090909,49.59584665,10.00479233,991.4418011
627,1200,1000,200,0,9,92,0,2044.444444,49.66347687,10.00318979,992.9528061
628,1200,1000,200,0,10,28,0,560,49.62898089,10.00318471,992.2636103
629,1200,1000,200,0,10,56,0,1120,49.6391097,10.00317965,992.4666243
630,1200,1000,200,0,10,46,0,920,49.63333333,10.0031746,992.3516344
631,1200,1000,200,0,10,54,0,1080,49.64025357,10.00316957,992.4904943
632,1200,1000,200,0,10,32,0,640,49.61234177,10.00316456,991.9329326
633,1200,1000,200,0,10,71,0,1420,49.64612954,10.00315956,992.6089703
634,1200,1000,200,0,10,37,0,740,49.62618297,10.00315457,992.2106591
635,1200,1000,200,0,10,33,0,660,49.6,10.00314961,991.6876574
636,1200,1000,200,0,10,73,0,1460,49.63679245,10.00314465,992.4237661
637,1200,1000,200,0,10,44,0,880,49.62794349,10.00313972,992.2473321
638,1200,1000,200,0,10,43,0,860,49.61755486,10.0031348,992.0401128
639,1200,1000,200,0,10,50,0,1000,49.61815336,10.00312989,992.0525657
640,1200,1000,200,0,10,78,0,1560,49.6625,10.003125,992.9397063
641,1200,1000,200,0,10,37,0,740,49.64274571,10.00312012,992.5452277
642,1200,1000,200,0,10,42,0,840,49.63084112,10.00311526,992.3076923
643,1200,1000,200,0,10,62,0,1240,49.65007776,10.00311042,992.6927861
644,1200,1000,200,0,10,75,0,1500,49.68944099,10.00310559,993.4802856
645,1200,1000,200,0,10,80,0,1600,49.73643411,10.00310078,994.4203348
646,1200,1000,200,0,10,37,0,740,49.71671827,10.00309598,994.0266171
647,1200,1000,200,0,10,51,0,1020,49.7187017,10.00309119,994.0667491
648,1200,1000,200,0,10,41,0,820,49.70524691,10.00308642,993.7982104
649,1200,1000,200,0,10,24,0,480,49.66563945,10.00308166,993.0067776
650,1200,1000,200,0,10,29,0,580,49.63384615,10.00307692,992.371578
651,1200,1000,200,0,10,35,0,700,49.61136713,10.0030722,991.9226044
652,1200,1000,200,0,10,20,0,400,49.56595092,10.00306748,991.0150261
653,1200,1000,200,0,10,30,0,600,49.53598775,10.00306279,990.4164115
654,1200,1000,200,0,10,66,0,1320,49.56116208,10.0030581,990.9202079
655,1200,1000,200,0,11,51,0,927.2727273,49.56335878,10.00458015,990.8133679
656,1200,1000,200,0,10,53,0,1060,49.56859756,10.00457317,990.9187871
657,1200,1000,200,0,10,55,0,1100,49.57686454,10.00456621,991.0847406
658,1200,1000,200,0,10,52,0,1040,49.58054711,10.00455927,991.159046
659,1200,1000,200,0,10,84,0,1680,49.63277693,10.00455235,992.2038526
660,1200,1000,200,0,10,53,0,1060,49.63787879,10.00454545,992.3065273
661,1200,1000,200,0,10,24,0,480,49.59909228,10.00453858,991.5318312
662,1200,1000,200,0,10,49,0,980,49.59818731,10.00453172,991.5144194
663,1200,1000,200,0,10,46,0,920,49.59276018,10.00452489,991.4066033
664,1200,1000,200,0,10,32,0,640,49.56626506,10.00451807,990.8776155
665,1200,1000,200,0,10,35,0,700,49.5443609,10.00451128,990.4404028
666,1200,1000,200,0,10,41,0,820,49.53153153,10.0045045,990.1846015
667,1200,1000,200,0,10,54,0,1080,49.53823088,10.00449775,990.3191968
668,1200,1000,200,0,10,32,0,640,49.51197605,10.00449102,989.7950022
669,1200,1000,200,0,10,29,0,580,49.4813154,10.0044843,989.1827282
670,1200,1000,200,0,10,61,0,1220,49.49850746,10.00447761,989.5270774
671,1200,1000,200,0,10,56,0,1120,49.50819672,10.00447094,989.721436
672,1200,1000,200,0,10,29,0,580,49.47767857,10.00446429,989.1120036
673,1200,1000,200,0,10,67,0,1340,49.50371471,10.00445765,989.6331502
674,1200,1000,200,0,10,47,0,940,49.5,10.00445104,989.5595432
675,1200,1000,200,0,10,73,0,1460,49.53481481,10.00444444,990.2561824
676,1200,1000,200,0,10,39,0,780,49.51923077,10.00443787,989.9452906
677,1200,1000,200,0,10,49,0,980,49.51846381,10.00443131,989.9306068
678,1200,1000,200,0,10,53,0,1060,49.52359882,10.00442478,990.0339083
679,1200,1000,200,0,10,31,0,620,49.49631811,10.00441826,989.48918
680,1200,1000,200,0,10,57,0,1140,49.50735294,10.00441176,989.7104219
681,1200,1000,200,0,10,60,0,1200,49.52276065,10.00440529,990.0190812
682,1200,1000,200,0,10,51,0,1020,49.52492669,10.00439883,990.0630221
683,1200,1000,200,0,10,37,0,740,49.50658858,10.00439239,989.6970584
684,1200,1000,200,0,10,25,0,500,49.47076023,10.00438596,988.9814409
685,1200,1000,200,0,10,60,0,1200,49.48613139,10.00437956,989.2893623
686,1200,1000,200,0,10,20,0,400,49.44314869,10.00437318,988.4307154
687,1200,1000,200,0,10,46,0,920,49.43813683,10.00436681,988.3311509
688,1200,1000,200,0,10,62,0,1240,49.45639535,10.00436047,988.6967892
689,1200,1000,200,0,10,38,0,760,49.43976778,10.00435414,988.365008
690,1200,1000,200,0,10,49,0,980,49.43913043,10.00434783,988.35289
691,1200,1000,200,0,10,58,0,1160,49.45151954,10.00434153,988.6011862
692,1200,1000,200,0,10,69,0,1380,49.47976879,10.00433526,989.1665463
693,1200,1000,200,0,11,43,0,781.8181818,49.47041847,10.00577201,988.8376118
694,1200,1000,200,0,10,47,0,940,49.46685879,10.00576369,988.7672811
695,1200,1000,200,0,10,45,0,900,49.46043165,10.0057554,988.6396319
696,1200,1000,200,0,10,47,0,940,49.45689655,10.00574713,988.5697875
697,1200,1000,200,0,10,25,0,500,49.42180775,10.00573888,987.8692286
698,1200,1000,200,0,10,66,0,1320,49.44555874,10.00573066,988.3447881
699,1200,1000,200,0,10,75,0,1500,49.48211731,10.00572246,989.0763512
700,1200,1000,200,0,10,44,0,880,49.47428571,10.00571429,988.9206168
701,1200,1000,200,0,10,65,0,1300,49.49643367,10.00570613,989.3641289
702,1200,1000,200,0,10,30,0,600,49.46866097,10.00569801,988.809795
703,1200,1000,200,0,10,22,0,440,49.42958748,10.0056899,988.0295707
704,1200,1000,200,0,10,54,0,1080,49.43607955,10.00568182,988.1601363
705,1200,1000,200,0,10,53,0,1060,49.44113475,10.00567376,988.261979
706,1200,1000,200,0,10,58,0,1160,49.45325779,10.00566572,988.5050963
707,1200,1000,200,0,10,62,0,1240,49.47100424,10.00565771,988.8606163
708,1200,1000,200,0,10,47,0,940,49.46751412,10.00564972,988.7916431
709,1200,1000,200,0,10,46,0,920,49.46262341,10.00564175,988.6946716
710,1200,1000,200,0,10,42,0,840,49.45211268,10.0056338,988.4853604
711,1200,1000,200,0,10,53,0,1060,49.45710267,10.00562588,988.585887
712,1200,1000,200,0,10,45,0,900,49.4508427,10.00561798,988.4615385
713,1200,1000,200,0,10,55,0,1100,49.45862553,10.0056101,988.6178862
714,1200,1000,200,0,10,38,0,760,49.44257703,10.00560224,988.2978723
715,1200,1000,200,0,10,68,0,1360,49.46853147,10.00559441,988.8174448
716,1200,1000,200,0,10,62,0,1240,49.48603352,10.00558659,989.1680625
717,1200,1000,200,0,10,51,0,1020,49.48814505,10.0055788,989.2110399
718,1200,1000,200,0,10,45,0,900,49.48189415,10.00557103,989.0868597
719,1200,1000,200,0,10,71,0,1420,49.51182197,10.00556328,989.6858493
720,1200,1000,200,0,10,71,0,1420,49.54166667,10.00555556,990.283176
721,1200,1000,200,0,10,25,0,500,49.50762829,10.00554785,989.6035487
722,1200,1000,200,0,11,67,0,1218.181818,49.53185596,10.00692521,989.9515571
723,1200,1000,200,0,10,59,0,1180,49.54495159,10.00691563,990.2142364
724,1200,1000,200,0,10,56,0,1120,49.5538674,10.00690608,990.3933747
725,1200,1000,200,0,10,44,0,880,49.5462069,10.00689655,990.241213
726,1200,1000,200,0,10,32,0,640,49.52203857,10.00688705,989.7591191
727,1200,1000,200,0,10,31,0,620,49.49656121,10.00687758,989.2508591
728,1200,1000,200,0,10,48,0,960,49.49450549,10.00686813,989.2107069
729,1200,1000,200,0,10,52,0,1040,49.49794239,10.00685871,989.280329
730,1200,1000,200,0,10,48,0,960,49.49589041,10.00684932,989.2402464
731,1200,1000,200,0,10,23,0,460,49.45964432,10.00683995,988.5167464
