sim,total,target1,target2,marker,marker_count,target1_count,target2_count,c1_hat,c2_hat
579,2200,1000,1000,200,10,55,50,1100,1000
580,2200,1000,1000,200,10,48,60,960,1200
581,2200,1000,1000,200,10,33,32,660,640
582,2200,1000,1000,200,10,29,35,580,700
583,2200,1000,1000,200,10,84,73,1680,1460
584,2200,1000,1000,200,10,46,49,920,980
585,2200,1000,1000,200,10,96,90,1920,1800
586,2200,1000,1000,200,10,42,44,840,880
587,2200,1000,1000,200,10,30,37,600,740
588,2200,1000,1000,200,10,34,33,680,660
589,2200,1000,1000,200,10,35,50,700,1000
590,2200,1000,1000,200,10,73,47,1460,940
591,2200,1000,1000,200,10,82,68,1640,1360
592,2200,1000,1000,200,10,34,26,680,520
593,2200,1000,1000,200,10,24,27,480,540
594,2200,1000,1000,200,10,83,82,1660,1640
595,2200,1000,1000,200,10,68,61,1360,1220
596,2200,1000,1000,200,10,72,64,1440,1280
597,2200,1000,1000,200,10,58,68,1160,1360
598,2200,1000,1000,200,10,31,46,620,920
599,2200,1000,1000,200,10,34,36,680,720
600,2200,1000,1000,200,10,74,88,1480,1760
601,2200,1000,1000,200,10,47,49,940,980
602,2200,1000,1000,200,10,52,47,1040,940
603,2200,1000,1000,200,10,31,35,620,700
604,2200,1000,1000,200,10,66,56,1320,1120
605,2200,1000,1000,200,10,47,53,940,1060
606,2200,1000,1000,200,10,49,70,980,1400
607,2200,1000,1000,200,10,43,60,860,1200
608,2200,1000,1000,200,10,35,30,700,600
609,2200,1000,1000,200,10,64,58,1280,1160
610,2200,1000,1000,200,10,50,47,1000,940
611,2200,1000,1000,200,10,52,43,1040,860
612,2200,1000,1000,200,10,66,69,1320,1380
613,2200,1000,1000,200,10,42,43,840,860
614,2200,1000,1000,200,10,54,64,1080,1280
615,2200,1000,1000,200,10,30,42,600,840
616,2200,1000,1000,200,10,28,20,560,400
617,2200,1000,1000,200,10,55,60,1100,1200
618,2200,1000,1000,200,10,26,20,520,400
619,2200,1000,1000,200,10,50,39,1000,780
620,2200,1000,1000,200,10,54,63,1080,1260
621,2200,1000,1000,200,10,49,59,980,1180
622,2200,1000,1000,200,10,61,42,1220,840
623,2200,1000,1000,200,10,59,51,1180,1020
624,2200,1000,1000,200,10,36,38,720,760
625,2200,1000,1000,200,10,51,42,1020,840
626,2200,1000,1000,200,10,79,77,1580,1540
627,2200,1000,1000,200,10,55,73,1100,1460
628,2200,1000,1000,200,10,30,40,600,800
629,2200,1000,1000,200,10,46,50,920,1000
630,2200,1000,1000,200,10,51,55,1020,1100
631,2200,1000,1000,200,10,42,47,840,940
632,2200,1000,1000,200,10,70,67,1400,1340
633,2200,1000,1000,200,10,57,65,1140,1300
634,2200,1000,1000,200,10,41,54,820,1080
635,2200,1000,1000,200,10,52,43,1040,860
636,2200,1000,1000,200,10,67,67,1340,1340
637,2200,1000,1000,200,10,79,64,1580,1280
638,2200,1000,1000,200,10,58,58,1160,1160
639,2200,1000,1000,200,10,63,60,1260,1200
640,2200,1000,1000,200,10,78,70,1560,1400
641,2200,1000,1000,200,10,39,51,780,1020
642,2200,1000,1000,200,10,70,59,1400,1180
643,2200,1000,1000,200,10,33,53,660,1060
644,2200,1000,1000,200,10,70,59,1400,1180
645,2200,1000,1000,200,10,58,50,1160,1000
646,2200,1000,1000,200,10,42,30,840,600
647,2200,1000,1000,200,10,31,39,620,780
648,2200,1000,1000,200,10,58,49,1160,980
649,2200,1000,1000,200,10,75,75,1500,1500
650,2200,1000,1000,200,10,48,59,960,1180
651,2200,1000,1000,200,10,30,32,600,640
652,2200,1000,1000,200,10,53,41,1060,820
653,2200,1000,1000,200,10,63,72,1260,1440
654,2200,1000,1000,200,10,39,36,780,720
655,2200,1000,1000,200,10,42,48,840,960
656,2200,1000,1000,200,10,42,29,840,580
657,2200,1000,1000,200,10,32,35,640,700
658,2200,1000,1000,200,10,39,37,780,740
659,2200,1000,1000,200,10,53,48,1060,960
660,2200,1000,1000,200,10,50,50,1000,1000
661,2200,1000,1000,200,10,60,55,1200,1100
662,2200,1000,1000,200,10,36,41,720,820
663,2200,1000,1000,200,10,39,46,780,920
664,2200,1000,1000,200,10,74,77,1480,1540
665,2200,1000,1000,200,10,30,23,600,460
666,2200,1000,1000,200,10,32,41,640,820
667,2200,1000,1000,200,10,60,58,1200,1160
668,2200,1000,1000,200,10,53,54,1060,1080
669,2200,1000,1000,200,10,53,59,1060,1180
670,2200,1000,1000,200,10,49,61,980,1220
671,2200,1000,1000,200,10,53,51,1060,1020
672,2200,1000,1000,200,10,53,47,1060,940
673,2200,1000,1000,200,10,50,68,1000,1360
674,2200,1000,1000,200,10,43,49,860,980
675,2200,1000,1000,200,10,32,53,640,1060
676,2200,1000,1000,200,10,45,49,900,980
677,2200,1000,1000,200,10,49,51,980,1020
678,2200,1000,1000,200,10,58,71,1160,1420
679,2200,1000,1000,200,10,42,29,840,580
680,2200,1000,1000,200,10,79,76,1580,1520
681,2200,1000,1000,200,10,64,57,1280,1140
682,2200,1000,1000,200,10,61,28,1220,560
683,2200,1000,1000,200,10,69,69,1380,1380
684,2200,1000,1000,200,10,70,86,1400,1720
685,2200,1000,1000,200,10,48,32,960,640
686,2200,1000,1000,200,10,64,71,1280,1420
687,2200,1000,1000,200,10,79,65,1580,1300
688,2200,1000,1000,200,10,60,64,1200,1280
689,2200,1000,1000,200,10,63,65,1260,1300
690,2200,1000,1000,200,10,57,66,1140,1320
691,2200,1000,1000,200,10,44,40,880,800
692,2200,1000,1000,200,10,49,62,980,1240
693,2200,1000,1000,200,10,47,56,940,1120
694,2200,1000,1000,200,10,56,49,1120,980
695,2200,1000,1000,200,10,43,32,860,640
696,2200,1000,1000,200,10,30,25,600,500
697,2200,1000,1000,200,10,52,63,1040,1260
698,2200,1000,1000,200,10,52,55,1040,1100
699,2200,1000,1000,200,10,69,57,1380,1140
700,2200,1000,1000,200,10,35,27,700,540
701,2200,1000,1000,200,10,36,38,720,760
702,2200,1000,1000,200,10,81,55,1620,1100
703,2200,1000,1000,200,10,62,84,1240,1680
704,2200,1000,1000,200,10,81,65,1620,1300
705,2200,1000,1000,200,10,29,42,580,840
706,2200,1000,1000,200,10,51,51,1020,1020
707,2200,1000,1000,200,10,74,68,1480,1360
708,2200,1000,1000,200,10,42,53,840,1060
709,2200,1000,1000,200,10,81,61,1620,1220
710,2200,1000,1000,200,10,96,96,1920,1920
711,2200,1000,1000,200,10,40,33,800,660
712,2200,1000,1000,200,10,42,46,840,920
713,2200,1000,1000,200,10,41,48,820,960
714,2200,1000,1000,200,10,68,74,1360,1480
715,2200,1000,1000,200,10,23,30,460,600
716,2200,1000,1000,200,10,43,45,860,900
717,2200,1000,1000,200,10,78,62,1560,1240
718,2200,1000,1000,200,10,51,37,1020,740
719,2200,1000,1000,200,10,51,58,1020,1160
720,2200,1000,1000,200,10,50,36,1000,720
721,2200,1000,1000,200,11,34,47,618.1818182,854.5454545
722,2200,1000,1000,200,10,23,32,460,640
723,2200,1000,1000,200,10,48,55,960,1100
724,2200,1000,1000,200,10,44,36,880,720
725,2200,1000,1000,200,10,65,54,1300,1080
726,2200,1000,1000,200,10,40,36,800,720
727,2200,1000,1000,200,10,88,79,1760,1580
728,2200,1000,1000,200,10,88,84,1760,1680
729,2200,1000,1000,200,10,42,60,840,1200
730,2200,1000,1000,200,10,71,42,1420,840
731,2200,1000,1000,200,10,49,55,980,1100
732,2200,1000,1000,200,10,30,42,600,840
733,2200,1000,1000,200,10,50,58,1000,1160
734,2200,1000,1000,200,10,63,74,1260,1480
735,2200,1000,1000,200,10,86,71,1720,1420
736,2200,1000,1000,200,10,84,71,1680,1420
737,2200,1000,1000,200,8,105,77,2625,1925
738,2200,1000,1000,200,10,48,37,960,740
739,2200,1000,1000,200,10,23,23,460,460
740,2200,1000,1000,200,10,69,77,1380,1540
741,2200,1000,1000,200,10,42,48,840,960
742,2200,1000,1000,200,10,58,60,1160,1200
743,2200,1000,1000,200,10,37,33,740,660
744,2200,1000,1000,200,10,53,57,1060,1140
745,2200,1000,1000,200,10,49,57,980,1140
746,2200,1000,1000,200,10,52,47,1040,940
747,2200,1000,1000,200,10,50,41,1000,820
748,2200,1000,1000,200,10,54,64,1080,1280
749,2200,1000,1000,200,10,59,64,1180,1280
750,2200,1000,1000,200,8,97,83,2425,2075
751,2200,1000,1000,200,10,45,41,900,820
752,2200,1000,1000,200,10,57,62,1140,1240
753,2200,1000,1000,200,10,77,66,1540,1320
754,2200,1000,1000,200,10,36,41,720,820
755,2200,1000,1000,200,10,41,51,820,1020
756,2200,1000,1000,200,10,76,64,1520,1280
757,2200,1000,1000,200,8,83,89,2075,2225
758,2200,1000,1000,200,10,36,36,720,720
759,2200,1000,1000,200,10,23,18,460,360
760,2200,1000,1000,200,10,44,56,880,1120
761,2200,1000,1000,200,10,21,23,420,460
762,2200,1000,1000,200,10,24,36,480,720
763,2200,1000,1000,200,10,35,51,700,1020
764,2200,1000,1000,200,10,62,69,1240,1380
765,2200,1000,1000,200,10,16,15,320,300
766,2200,1000,1000,200,10,43,38,860,760
767,2200,1000,1000,200,10,43,40,860,800
768,2200,1000,1000,200,10,56,61,1120,1220
769,2200,1000,1000,200,10,52,41,1040,820
770,2200,1000,1000,200,10,44,30,880,600
771,2200,1000,1000,200,10,75,66,1500,1320
772,2200,1000,1000,200,10,39,37,780,740
773,2200,1000,1000,200,10,51,41,1020,820
774,2200,1000,1000,200,10,53,47,1060,940
775,2200,1000,1000,200,10,21,32,420,640
776,2200,1000,1000,200,10,21,43,420,860
777,2200,1000,1000,200,10,36,35,720,700
778,2200,1000,1000,200,10,60,51,1200,1020
779,2200,1000,1000,200,10,62,56,1240,1120
780,2200,1000,1000,200,10,34,38,680,760
781,2200,1000,1000,200,10,94,71,1880,1420
782,2200,1000,1000,200,10,27,15,540,300
783,2200,1000,1000,200,10,41,43,820,860
784,2200,1000,1000,200,10,52,61,1040,1220
785,2200,1000,1000,200,10,64,55,1280,1100
786,2200,1000,1000,200,10,62,65,1240,1300
787,2200,1000,1000,200,10,46,57,920,1140
788,2200,1000,1000,200,10,37,34,740,680
789,2200,1000,1000,200,10,66,53,1320,1060
790,2200,1000,1000,200,10,57,57,1140,1140
791,2200,1000,1000,200,10,65,69,1300,1380
792,2200,1000,1000,200,10,51,39,1020,780
793,2200,1000,1000,200,10,80,61,1600,1220
794,2200,1000,1000,200,10,37,32,740,640
795,2200,1000,1000,200,10,49,61,980,1220
796,2200,1000,1000,200,10,55,66,1100,1320
797,2200,1000,1000,200,10,50,57,1000,1140
798,2200,1000,1000,200,10,66,76,1320,1520
799,2200,1000,1000,200,9,97,103,2155.555556,2288.888889
800,2200,1000,1000,200,10,44,53,880,1060
801,2200,1000,1000,200,10,27,34,540,680
802,2200,1000,1000,200,10,55,66,1100,1320
803,2200,1000,1000,200,10,21,17,420,340
804,2200,1000,1000,200,10,50,43,1000,860
805,2200,1000,1000,200,10,58,59,1160,1180
806,2200,1000,1000,200,10,31,27,620,540
807,2200,1000,1000,200,10,73,57,1460,1140
808,2200,1000,1000,200,10,38,45,760,900
809,2200,1000,1000,200,10,40,41,800,820
810,2200,1000,1000,200,10,62,59,1240,1180
811,2200,1000,1000,200,10,57,54,1140,1080
812,2200,1000,1000,200,10,43,43,860,860
813,2200,1000,1000,200,10,35,52,700,1040
814,2200,1000,1000,200,10,51,44,1020,880
815,2200,1000,1000,200,10,42,60,840,1200
816,2200,1000,1000,200,10,52,55,1040,1100
817,2200,1000,1000,200,10,55,53,1100,1060
818,2200,1000,1000,200,10,58,55,1160,1100
819,2200,1000,1000,200,10,46,58,920,1160
820,2200,1000,1000,200,10,32,40,640,800
821,2200,1000,1000,200,10,61,67,1220,1340
822,2200,1000,1000,200,10,77,55,1540,1100
823,2200,1000,1000,200,10,32,36,640,720
824,2200,1000,1000,200,10,22,31,440,620
825,2200,1000,1000,200,10,42,32,840,640
826,2200,1000,1000,200,10,82,65,1640,1300
827,2200,1000,1000,200,10,47,32,940,640
828,2200,1000,1000,200,10,52,49,1040,980
829,2200,1000,1000,200,10,45,42,900,840
830,2200,1000,1000,200,10,69,74,1380,1480
831,2200,1000,1000,200,10,77,66,1540,1320
832,2200,1000,1000,200,10,65,73,1300,1460
833,2200,1000,1000,200,10,85,73,1700,1460
834,2200,1000,1000,200,10,55,63,1100,1260
835,2200,1000,1000,200,10,42,49,840,980
836,2200,1000,1000,200,10,78,92,1560,1840
837,2200,1000,1000,200,10,63,47,1260,940
838,2200,1000,1000,200,6,81,84,2700,2800
839,2200,1000,1000,200,10,72,68,1440,1360
840,2200,1000,1000,200,10,54,57,1080,1140
841,2200,1000,1000,200,10,46,64,920,1280
842,2200,1000,1000,200,10,19,25,380,500
843,2200,1000,1000,200,10,34,44,680,880
844,2200,1000,1000,200,10,38,52,760,1040
845,2200,1000,1000,200,10,41,50,820,1000
846,2200,1000,1000,200,10,37,27,740,540
847,2200,1000,1000,200,10,66,62,1320,1240
848,2200,1000,1000,200,10,61,57,1220,1140
849,2200,1000,1000,200,10,64,83,1280,1660
850,2200,1000,1000,200,10,43,45,860,900
851,2200,1000,1000,200,10,53,57,1060,1140
852,2200,1000,1000,200,10,60,67,1200,1340
853,2200,1000,1000,200,10,23,25,460,500
854,2200,1000,1000,200,10,52,56,1040,1120
855,2200,1000,1000,200,10,52,59,1040,1180
856,2200,1000,1000,200,10,42,46,840,920
857,2200,1000,1000,200,10,25,25,500,500
858,2200,1000,1000,200,10,38,42,760,840
859,2200,1000,1000,200,10,48,26,960,520
860,2200,1000,1000,200,10,69,79,1380,1580
861,2200,1000,1000,200,10,32,42,640,840
862,2200,1000,1000,200,10,45,37,900,740
863,2200,1000,1000,200,10,45,42,900,840
864,2200,1000,1000,200,10,56,70,1120,1400
865,2200,1000,1000,200,10,29,32,580,640
866,2200,1000,1000,200,8,80,79,2000,1975
867,2200,1000,1000,200,10,44,47,880,940
868,2200,1000,1000,200,10,42,40,840,800
869,2200,1000,1000,200,10,48,48,960,960
870,2200,1000,1000,200,10,38,41,760,820
871,2200,1000,1000,200,10,34,45,680,900
872,2200,1000,1000,200,10,43,34,860,680
873,2200,1000,1000,200,10,50,48,1000,960
874,2200,1000,1000,200,10,30,31,600,620
875,2200,1000,1000,200,8,81,96,2025,2400
876,2200,1000,1000,200,10,46,46,920,920
877,2200,1000,1000,200,10,42,45,840,900
878,2200,1000,1000,200,10,11,18,220,360
879,2200,1000,1000,200,10,69,57,1380,1140
880,2200,1000,1000,200,10,78,66,1560,1320
881,2200,1000,1000,200,10,32,31,640,620
882,2200,1000,1000,200,10,50,55,1000,1100
883,2200,1000,1000,200,11,51,38,927.2727273,690.9090909
884,2200,1000,1000,200,10,59,47,1180,940
885,2200,1000,1000,200,10,34,44,680,880
886,2200,1000,1000,200,10,73,57,1460,1140
887,2200,1000,1000,200,10,61,49,1220,980
888,2200,1000,1000,200,10,75,57,1500,1140
889,2200,1000,1000,200,10,46,64,920,1280
890,2200,1000,1000,200,10,28,47,560,940
891,2200,1000,1000,200,10,96,90,1920,1800
892,2200,1000,1000,200,10,45,64,900,1280
893,2200,1000,1000,200,10,41,26,820,520
894,2200,1000,1000,200,10,63,57,1260,1140
895,2200,1000,1000,200,10,44,44,880,880
896,2200,1000,1000,200,10,73,49,1460,980
897,2200,1000,1000,200,10,27,21,540,420
898,2200,1000,1000,200,10,57,40,1140,800
899,2200,1000,1000,200,10,41,49,820,980
900,2200,1000,1000,200,10,34,42,680,840
901,2200,1000,1000,200,10,34,34,680,680
902,2200,1000,1000,200,10,32,28,640,560
903,2200,1000,1000,200,10,91,85,1820,1700
904,2200,1000,1000,200,10,40,39,800,780
905,2200,1000,1000,200,10,68,73,1360,1460
906,2200,1000,1000,200,10,26,33,520,660
907,2200,1000,1000,200,10,54,48,1080,960
908,2200,1000,1000,200,10,48,62,960,1240
909,2200,1000,1000,200,10,39,33,780,660
910,2200,1000,1000,200,10,44,43,880,860
911,2200,1000,1000,200,10,61,57,1220,1140
912,2200,1000,1000,200,10,58,48,1160,960
913,2200,1000,1000,200,10,45,69,900,1380
914,2200,1000,1000,200,10,39,32,780,640
915,2200,1000,1000,200,10,45,26,900,520
916,2200,1000,1000,200,10,70,74,1400,1480
917,2200,1000,1000,200,10,72,68,1440,1360
918,2200,1000,1000,200,10,42,34,840,680
919,2200,1000,1000,200,10,40,32,800,640
920,2200,1000,1000,200,10,50,67,1000,1340
921,2200,1000,1000,200,10,44,61,880,1220
922,2200,1000,1000,200,10,38,41,760,820
923,2200,1000,1000,200,10,32,30,640,600
924,2200,1000,1000,200,10,45,34,900,680
925,2200,1000,1000,200,10,40,42,800,840
926,2200,1000,1000,200,10,42,66,840,1320
927,2200,1000,1000,200,10,49,56,980,1120
928,2200,1000,1000,200,10,42,34,840,680
929,2200,1000,1000,200,10,45,50,900,1000
930,2200,1000,1000,200,10,55,50,1100,1000
931,2200,1000,1000,200,10,58,74,1160,1480
932,2200,1000,1000,200,10,58,44,1160,880
933,2200,1000,1000,200,10,44,40,880,800
934,2200,1000,1000,200,10,53,54,1060,1080
935,2200,1000,1000,200,10,39,32,780,640
936,2200,1000,1000,200,10,36,34,720,680
937,2200,1000,1000,200,10,79,78,1580,1560
938,2200,1000,1000,200,10,36,42,720,840
939,2200,1000,1000,200,10,30,40,600,800
940,2200,1000,1000,200,10,52,59,1040,1180
941,2200,1000,1000,200,10,51,42,1020,840
942,2200,1000,1000,200,10,37,39,740,780
943,2200,1000,1000,200,10,72,63,1440,1260
944,2200,1000,1000,200,10,49,54,980,1080
945,2200,1000,1000,200,10,17,23,340,460
946,2200,1000,1000,200,10,65,65,1300,1300
947,2200,1000,1000,200,10,44,49,880,980
948,2200,1000,1000,200,10,50,41,1000,820
949,2200,1000,1000,200,10,34,43,680,860
950,2200,1000,1000,200,10,23,27,460,540
951,2200,1000,1000,200,10,24,34,480,680
952,2200,1000,1000,200,10,55,37,1100,740
953,2200,1000,1000,200,10,27,30,540,600
954,2200,1000,1000,200,10,27,27,540,540
955,2200,1000,1000,200,10,21,24,420,480
956,2200,1000,1000,200,10,41,52,820,1040
957,2200,1000,1000,200,10,36,52,720,1040
958,2200,1000,1000,200,10,25,42,500,840
959,2200,1000,1000,200,10,47,49,940,980
960,2200,1000,1000,200,10,27,27,540,540
961,2200,1000,1000,200,10,42,34,840,680
962,2200,1000,1000,200,10,58,66,1160,1320
963,2200,1000,1000,200,10,45,55,900,1100
964,2200,1000,1000,200,10,50,44,1000,880
965,2200,1000,1000,200,10,39,46,780,920
966,2200,1000,1000,200,10,76,82,1520,1640
967,2200,1000,1000,200,10,74,64,1480,1280
968,2200,1000,1000,200,10,19,29,380,580
969,2200,1000,1000,200,10,23,25,460,500
970,2200,1000,1000,200,10,33,37,660,740
971,2200,1000,1000,200,10,50,54,1000,1080
972,2200,1000,1000,200,10,50,49,1000,980
973,2200,1000,1000,200,10,62,54,1240,1080
974,2200,1000,1000,200,10,41,54,820,1080
975,2200,1000,1000,200,10,51,48,1020,960
976,2200,1000,1000,200,10,51,63,1020,1260
977,2200,1000,1000,200,10,64,81,1280,1620
978,2200,1000,1000,200,10,51,60,1020,1200
979,2200,1000,1000,200,10,49,62,980,1240
980,2200,1000,1000,200,10,39,29,780,580
981,2200,1000,1000,200,10,25,12,500,240
982,2200,1000,1000,200,10,66,59,1320,1180
983,2200,1000,1000,200,10,38,42,760,840
984,2200,1000,1000,200,10,67,69,1340,1380
985,2200,1000,1000,200,10,53,59,1060,1180
986,2200,1000,1000,200,10,35,52,700,1040
987,2200,1000,1000,200,10,49,43,980,860
988,2200,1000,1000,200,10,48,51,960,1020
989,2200,1000,1000,200,10,64,57,1280,1140
990,2200,1000,1000,200,10,61,48,1220,960
991,2200,1000,1000,200,10,41,42,820,840
992,2200,1000,1000,200,10,49,46,980,920
993,2200,1000,1000,200,10,64,44,1280,880
994,2200,1000,1000,200,10,41,38,820,760
995,2200,1000,1000,200,10,30,43,600,860
996,2200,1000,1000,200,10,41,46,820,920
997,2200,1000,1000,200,10,35,38,700,760
998,2200,1000,1000,200,10,62,60,1240,1200
999,2200,1000,1000,200,10,57,63,1140,1260
1000,2200,1000,1000,200,10,35,44,700,880
