id,x,y,type
874,0.540527525,0.854245907,target
875,0.549162304,0.348603053,target
876,0.512669289,0.301668798,target
877,0.643588719,0.591718511,target
878,0.464025624,0.95281658,target
879,0.211415095,0.424529986,target
880,0.123949298,0.205932296,target
881,0.309381204,0.291057573,target
882,0.851473551,0.99088476,target
883,0.647588808,0.157762574,target
884,0.555370181,0.893938326,target
885,0.785156022,0.420278731,target
886,0.24816769,0.936016083,target
887,0.197746137,0.790861541,target
888,0.080365031,0.429130707,target
889,0.640498432,0.190233954,target
890,0.309147133,0.187151327,target
891,0.619209273,0.170619095,target
892,0.771992894,0.575712931,target
893,0.643873458,0.815207216,target
894,0.35655766,0.271632931,target
895,0.635866522,0.833997178,target
896,0.473418434,0.76680104,target
897,0.867947104,0.47589758,target
898,0.561504616,0.311783955,target
899,0.986906176,0.657886994,target
900,0.927162581,0.529864972,target
901,0.684727816,0.963607124,target
902,0.063154051,0.731608436,target
903,0.682023396,0.073006134,target
904,0.214639664,0.216474213,target
905,0.122393557,0.535083983,target
906,0.017215471,0.893063731,target
907,0.895478321,0.307767171,target
908,0.478207644,0.54661132,target
909,0.239985355,0.727424755,target
910,0.677633655,0.759043184,target
911,0.39376263,0.128732015,target
912,0.400524012,0.339754605,target
913,0.023435673,0.596283652,target
914,0.936312088,0.012304372,target
915,0.717154761,0.299180337,target
916,0.593513499,0.384029733,target
917,0.882947416,0.977452977,target
918,0.538156968,0.734273709,target
919,0.604726617,0.85432223,target
920,0.281729493,0.074176813,target
921,0.297209953,0.003110685,target
922,0.903692294,0.327019916,target
923,0.52488378,0.699970258,target
924,0.861666698,0.085497414,target
925,0.044515822,0.590306484,target
926,0.620735812,0.044495251,target
927,0.966697361,0.614491771,target
928,0.207359413,0.796294338,target
929,0.53761711,0.304612639,target
930,0.66872734,0.034457414,target
931,0.344320593,0.05418372,target
932,0.727286817,0.900082995,target
933,0.139250584,0.322004627,target
934,0.482603302,0.319301377,target
935,2.77E-04,0.206600478,target
936,0.138979015,0.679100911,target
937,0.086964244,0.663935191,target
938,0.165340695,0.457793478,target
939,0.110920486,0.985222756,target
940,0.285032595,0.282133237,target
941,0.119391735,0.666147377,target
942,0.955908035,0.100345277,target
943,0.012274493,0.79781766,target
944,0.660010565,0.784216373,target
945,0.12356454,0.110219414,target
946,0.107629786,0.451782184,target
947,0.444509829,0.347140102,target
948,0.517010859,0.319526014,target
949,0.39223839,0.533568157,target
950,0.010706972,0.106552689,target
951,0.91503087,0.64929358,target
952,0.830467037,0.450811347,target
953,0.646698527,0.157795443,target
954,0.387335971,0.777633905,target
955,0.997876276,0.382404922,target
956,0.354712359,0.094004222,target
957,0.00237626,0.717998955,target
958,0.068737274,0.556736835,target
959,0.464448496,0.304672848,target
960,0.309265852,0.511518644,target
961,0.975708203,0.141084074,target
962,0.814003692,0.216909696,target
963,0.722592087,0.938125386,target
964,0.136084721,0.505235185,target
965,0.775319064,0.069841838,target
966,0.241777591,0.168421109,target
967,0.792311985,0.108156855,target
968,0.979358518,0.855888877,target
969,0.928594295,0.297223625,target
970,0.973189923,0.70454163,target
971,0.338521398,0.992982985,target
972,0.281416153,0.820016607,target
973,0.100836007,0.298514775,target
974,0.304690482,0.16072985,target
975,0.815827682,0.837122295,target
976,0.56449457,0.084132439,target
977,0.277933691,0.051692691,target
978,0.037478967,0.981934022,target
979,0.223056407,0.307144309,target
980,0.936213136,0.842159383,target
981,0.385656638,0.766340687,target
982,0.284195194,0.19498345,target
983,0.679761064,0.915990771,target
984,0.526555029,0.97140436,target
985,0.666107652,0.988654929,target
986,0.558813672,0.669561807,target
987,0.097414729,0.62071202,target
988,0.374951437,0.632262533,target
989,0.08330641,0.723652219,target
990,0.583899731,0.134812095,target
991,0.475261065,0.202323932,target
992,0.941284385,0.669092267,target
993,0.099358299,0.117096799,target
994,0.228538998,0.329847287,target
995,0.173520074,0.222709749,target
996,0.730698955,0.427519461,target
997,0.165336008,0.068584232,target
998,0.553837786,0.831684646,target
999,0.184472907,0.526071877,target
1000,0.803125414,0.179655551,target
1001,0.015732947,0.728724129,marker
1002,0.420083016,0.816920902,marker
1003,0.649388288,0.333677103,marker
1004,0.58933125,0.967228452,marker
1005,0.796718259,0.197504593,marker
1006,0.134258431,0.492346493,marker
1007,0.818797369,0.929714573,marker
1008,0.727068539,0.093632325,marker
1009,0.086928117,0.932273369,marker
1010,0.809221986,0.25414711,marker
1011,0.948307949,0.037309114,marker
1012,0.104793072,0.231767642,marker
1013,0.162212586,0.955009259,marker
1014,0.291657683,0.914291592,marker
1015,0.352834044,0.844926149,marker
1016,0.980956456,0.408157998,marker
1017,0.412146494,0.343786359,marker
1018,0.386449699,0.090619314,marker
1019,0.275535698,0.95814824,marker
1020,0.488666401,0.858106471,marker
1021,0.365299152,0.996172984,marker
1022,0.655928613,0.159654212,marker
1023,0.964489725,0.224768778,marker
1024,0.726198093,0.546954747,marker
1025,0.207593417,0.838983734,marker
1026,0.679866724,0.778709367,marker
1027,0.71323876,0.922771412,marker
1028,0.252337364,0.266152344,marker
1029,0.44600987,0.233815381,marker
1030,0.01147917,0.321820888,marker
1031,0.725446286,0.25818963,marker
1032,0.482301212,0.118453708,marker
1033,0.281682522,0.290860912,marker
1034,0.547345761,0.655171658,marker
1035,0.70817876,0.812813108,marker
1036,0.484399624,0.065239171,marker
1037,0.759306754,0.863155449,marker
1038,0.546184011,0.798485072,marker
1039,0.251470689,0.861560063,marker
1040,0.853475491,0.778359869,marker
1041,0.788324361,0.070687016,marker
1042,0.201467504,0.331183619,marker
1043,0.276822361,0.671488052,marker
1044,0.668691851,0.657717114,marker
1045,0.102952123,0.785015431,marker
1046,0.62175835,0.428730097,marker
1047,0.348569233,0.031752252,marker
1048,0.9054783,0.769944715,marker
1049,0.055004407,0.37469885,marker
1050,0.656448892,0.06694658,marker
1051,0.127900623,0.189970236,marker
1052,0.68358677,0.114581052,marker
1053,0.339269398,0.017237697,marker
1054,0.638698679,0.79832882,marker
1055,0.982099922,0.658534963,marker
1056,0.957908061,0.209603016,marker
1057,0.035894731,0.834997213,marker
1058,0.274043333,0.522432036,marker
1059,0.272184593,0.390763955,marker
1060,0.953916371,0.787322888,marker
1061,0.094998006,0.586216612,marker
1062,0.898724831,0.546487737,marker
1063,0.519182776,0.560653539,marker
1064,0.279827945,0.471891311,marker
1065,0.917024076,0.088134229,marker
1066,0.030559272,0.512935251,marker
1067,0.964664593,0.324422011,marker
1068,0.977580114,0.809639675,marker
1069,0.1177434,0.76484934,marker
1070,0.866148431,0.608097633,marker
1071,0.993010518,0.629199154,marker
1072,0.972296216,0.12566,marker
1073,0.473262566,0.505513882,marker
1074,0.700816227,0.11380701,marker
1075,0.063373739,0.845911277,marker
1076,0.892533254,0.186124027,marker
1077,0.702699842,0.898193198,marker
1078,0.85439023,0.11121763,marker
1079,0.439355166,0.255510267,marker
1080,0.906112419,0.563679627,marker
1081,0.591075042,0.249500738,marker
1082,0.669889865,0.314165979,marker
1083,0.327197304,0.538740152,marker
1084,0.102487365,0.963281472,marker
1085,0.018738092,0.360363163,marker
1086,0.851090272,0.730263493,marker
1087,0.214357749,0.45912586,marker
1088,0.705804739,0.36350951,marker
1089,0.552217506,0.295549888,marker
1090,0.40767308,0.421693893,marker
1091,0.401279771,0.73366504,marker
1092,0.694434448,0.630615344,marker
1093,0.09249023,0.337379144,marker
1094,0.686467009,0.909697441,marker
1095,0.937622132,0.503394622,marker
1096,0.83694632,0.212125703,marker
1097,0.619278334,0.5037131,marker
1098,0.289768646,0.044961553,marker
1099,0.613055541,0.616843378,marker
1100,0.017097155,0.503471679,marker
1101,0.745427192,0.138745152,marker
1102,0.018044073,0.879832485,marker
1103,0.195563361,0.109849161,marker
1104,0.75114577,0.852219717,marker
1105,0.854163972,0.125755015,marker
1106,0.959877421,0.464296611,marker
1107,0.496711805,0.437858131,marker
1108,0.672630238,0.737498639,marker
1109,0.851194301,0.661946601,marker
1110,0.719453525,0.006473903,marker
1111,0.484161668,0.39855201,marker
1112,0.792712353,0.405551694,marker
1113,0.269907503,0.391376382,marker
1114,0.142475154,0.365150631,marker
1115,0.875454879,0.126836152,marker
1116,0.008289656,0.486219593,marker
1117,0.365622732,0.325183504,marker
1118,0.19338819,0.459045027,marker
1119,0.754476674,0.819324242,marker
1120,0.084245263,0.733301218,marker
1121,0.822879061,0.239685025,marker
1122,0.99351877,0.172400642,marker
1123,0.953933375,0.052214612,marker
1124,0.997873566,0.742934906,marker
1125,0.184396192,0.141253649,marker
1126,0.40179578,0.788359096,marker
1127,0.093540934,0.772630779,marker
1128,0.790893718,0.800816786,marker
1129,0.146225656,0.390529642,marker
1130,0.616759983,0.930592857,marker
1131,0.411269978,0.290650148,marker
1132,0.351879708,0.230162909,marker
1133,0.296096244,0.492752854,marker
1134,0.16146294,0.384442231,marker
1135,0.247929373,0.232086788,marker
1136,0.143336165,0.921701854,marker
1137,0.768826787,0.634945041,marker
1138,0.097958473,0.51947873,marker
1139,0.745490373,0.517852529,marker
1140,0.324662641,0.817199836,marker
1141,0.436039633,0.902837845,marker
1142,0.632137704,0.988016461,marker
1143,0.668750393,0.56851391,marker
1144,0.10921841,0.101626939,marker
1145,0.727944121,0.412151449,marker
1146,0.60594263,0.060169467,marker
1147,0.815548578,0.331802155,marker
1148,0.093314934,0.619193953,marker
1149,0.137982166,0.394087302,marker
1150,0.703221176,0.172906188,marker
1151,0.605448997,0.626613163,marker
1152,0.96302794,0.631797183,marker
1153,0.367415502,0.290445535,marker
1154,0.07660132,0.972289399,marker
1155,0.138680456,0.647611072,marker
1156,0.398300071,0.639733181,marker
1157,0.45940509,0.942847878,marker
1158,0.246893538,0.13610524,marker
1159,0.447543447,0.082019295,marker
1160,0.614462798,0.099547144,marker
1161,0.603228147,0.428895908,marker
1162,0.145192615,0.816826861,marker
1163,0.105447053,0.339767441,marker
1164,0.815577644,0.290138136,marker
1165,0.500849796,0.9335111,marker
1166,0.197175015,0.746006705,marker
1167,0.877750849,0.83379766,marker
1168,0.817525005,0.722255132,marker
1169,0.492866748,0.066975445,marker
1170,0.42531559,0.900692569,marker
1171,0.233441514,0.643181216,marker
1172,0.437647386,0.305510041,marker
1173,0.639652621,0.294338492,marker
1174,0.031690946,0.947007542,marker
1175,0.988807108,0.233944798,marker
1176,0.419582667,0.68478118,marker
1177,0.864878192,0.650380353,marker
1178,0.066605302,0.069060666,marker
1179,0.260478981,0.134457939,marker
1180,0.036231709,0.702179795,marker
1181,0.549565223,0.179787094,marker
1182,0.833753381,0.969115498,marker
1183,0.110372351,0.061486679,marker
1184,0.354071626,0.937262518,marker
1185,0.17388618,0.557772009,marker
1186,0.389598137,0.636845246,marker
1187,0.157117966,0.074233399,marker
1188,0.545516979,0.470480151,marker
1189,0.835194221,0.891908399,marker
1190,0.123235281,0.442276825,marker
1191,0.025796788,0.722357721,marker
1192,0.949797764,0.922867041,marker
1193,0.736519089,0.793928388,marker
1194,0.415317244,0.728240942,marker
1195,0.327016513,0.148532973,marker
1196,0.833252322,0.092919121,marker
1197,0.314815358,0.232738659,marker
1198,0.96702528,0.939203345,marker
1199,0.410770978,0.37022526,marker
1200,0.302914882,0.799618136,marker
